yr,mnth,decdate,tas,prc
1983,7,1983.625,0.277,34
1983,8,1983.708333,0.317,35
1983,9,1983.791667,0.2,35
1983,10,1983.875,0.455,34
1983,11,1983.958333,0.13,34
1984,0,1984.041667,0.031,35
1984,1,1984.125,-0.064,35
1984,2,1984.208333,-0.012,35
1984,3,1984.291667,-0.082,35
1984,4,1984.375,0.152,34
1984,5,1984.458333,0,34
1984,6,1984.541667,-0.026,34
1984,7,1984.625,0.003,34
1984,8,1984.708333,-0.129,34
1984,9,1984.791667,0.084,34
1984,10,1984.875,-0.146,34
1984,11,1984.958333,-0.418,34
1985,0,1985.041667,0.055,35
1985,1,1985.125,-0.219,35
1985,2,1985.208333,-0.007,35
1985,3,1985.291667,0.037,35
1985,4,1985.375,0.089,34
1985,5,1985.458333,-0.059,34
1985,6,1985.541667,-0.049,34
1985,7,1985.625,0.149,34
1985,8,1985.708333,-0.015,34
1985,9,1985.791667,0.03,35
1985,10,1985.875,-0.056,35
1985,11,1985.958333,0.031,34
1986,0,1986.041667,0.394,34
1986,1,1986.125,0.156,34
1986,2,1986.208333,0.219,35
1986,3,1986.291667,0.29,35
1986,4,1986.375,0.214,34
1986,5,1986.458333,0.19,34
1986,6,1986.541667,-0.009,34
1986,7,1986.625,0.032,34
1986,8,1986.708333,-0.006,34
1986,9,1986.791667,-0.018,34
1986,10,1986.875,-0.066,34
1986,11,1986.958333,0.11,35
1987,0,1987.041667,0.252,34
1987,1,1987.125,0.63,35
1987,2,1987.208333,-0.042,35
1987,3,1987.291667,0.305,35
1987,4,1987.375,0.167,34
1987,5,1987.458333,0.245,34
1987,6,1987.541667,0.365,34
1987,7,1987.625,0.186,34
1987,8,1987.708333,0.281,35
1987,9,1987.791667,0.23,35
1987,10,1987.875,0.24,35
1987,11,1987.958333,0.547,35
1988,0,1988.041667,0.578,35
1988,1,1988.125,0.232,34
1988,2,1988.208333,0.424,35
1988,3,1988.291667,0.325,34
1988,4,1988.375,0.302,34
1988,5,1988.458333,0.363,34
1988,6,1988.541667,0.289,34
1988,7,1988.625,0.33,34
1988,8,1988.708333,0.367,34
1988,9,1988.791667,0.36,34
1988,10,1988.875,0.123,34
1988,11,1988.958333,0.365,34
1989,0,1989.041667,0.182,34
1989,1,1989.125,0.319,34
1989,2,1989.208333,0.27,34
1989,3,1989.291667,0.214,34
1989,4,1989.375,0.164,34
1989,5,1989.458333,0.158,34
1989,6,1989.541667,0.164,34
1989,7,1989.625,0.187,34
1989,8,1989.708333,0.186,34
1989,9,1989.791667,0.291,34
1989,10,1989.875,0.105,34
1989,11,1989.958333,0.275,34
1990,0,1990.041667,0.434,33
1990,1,1990.125,0.433,33
1990,2,1990.208333,0.875,33
1990,3,1990.291667,0.436,33
1990,4,1990.375,0.32,33
1990,5,1990.458333,0.358,33
1990,6,1990.541667,0.222,32
1990,7,1990.625,0.322,32
1990,8,1990.708333,0.187,32
1990,9,1990.791667,0.456,32
1990,10,1990.875,0.637,32
1990,11,1990.958333,0.398,32
1991,0,1991.041667,0.365,31
1991,1,1991.125,0.505,30
1991,2,1991.208333,0.309,31
1991,3,1991.291667,0.477,31
1991,4,1991.375,0.322,30
1991,5,1991.458333,0.508,30
1991,6,1991.541667,0.34,30
1991,7,1991.625,0.275,30
1991,8,1991.708333,0.345,30
1991,9,1991.791667,0.252,30
1991,10,1991.875,0.116,29
1991,11,1991.958333,0.09,30
1992,0,1992.041667,0.55,30
1992,1,1992.125,0.431,30
1992,2,1992.208333,0.429,30
1992,3,1992.291667,0.159,30
1992,4,1992.375,0.193,31
1992,5,1992.458333,0.17,30
1992,6,1992.541667,-0.177,29
1992,7,1992.625,-0.03,30
1992,8,1992.708333,-0.117,30
1992,9,1992.791667,-0.16,29
1992,10,1992.875,-0.212,30
1992,11,1992.958333,0.096,30
1993,0,1993.041667,0.381,30
1993,1,1993.125,0.229,30
1993,2,1993.208333,0.302,30
1993,3,1993.291667,0.247,30
1993,4,1993.375,0.306,30
1993,5,1993.458333,0.256,29
1993,6,1993.541667,0.242,30
1993,7,1993.625,0.185,30
1993,8,1993.708333,-0.075,29
1993,9,1993.791667,0.125,30
1993,10,1993.875,-0.18,29
1993,11,1993.958333,0.272,30
1994,0,1994.041667,0.368,31
1994,1,1994.125,-0.162,31
1994,2,1994.208333,0.268,31
1994,3,1994.291667,0.377,30
1994,4,1994.375,0.442,30
1994,5,1994.458333,0.396,30
1994,6,1994.541667,0.259,30
1994,7,1994.625,0.281,30
1994,8,1994.708333,0.339,30
1994,9,1994.791667,0.347,30
1994,10,1994.875,0.495,30
1994,11,1994.958333,0.524,30
1995,0,1995.041667,0.663,30
1995,1,1995.125,0.783,30
1995,2,1995.208333,0.359,31
1995,3,1995.291667,0.33,31
1995,4,1995.375,0.309,30
1995,5,1995.458333,0.481,31
1995,6,1995.541667,0.386,30
1995,7,1995.625,0.548,31
1995,8,1995.708333,0.452,30
1995,9,1995.791667,0.532,30
1995,10,1995.875,0.434,30
1995,11,1995.958333,0.244,30
1996,0,1996.041667,0.149,30
1996,1,1996.125,0.308,30
1996,2,1996.208333,0.081,30
1996,3,1996.291667,0.008,30
1996,4,1996.375,0.298,30
1996,5,1996.458333,0.281,30
1996,6,1996.541667,0.254,30
1996,7,1996.625,0.282,30
1996,8,1996.708333,0.131,30
1996,9,1996.791667,0.198,30
1996,10,1996.875,0.131,30
1996,11,1996.958333,0.352,30
1997,0,1997.041667,0.362,30
1997,1,1997.125,0.523,30
1997,2,1997.208333,0.311,30
1997,3,1997.291667,0.214,30
1997,4,1997.375,0.32,30
1997,5,1997.458333,0.514,29
1997,6,1997.541667,0.498,30
1997,7,1997.625,0.462,30
1997,8,1997.708333,0.619,30
1997,9,1997.791667,0.517,30
1997,10,1997.875,0.542,30
1997,11,1997.958333,0.762,30
1998,0,1998.041667,0.712,30
1998,1,1998.125,1.306,31
1998,2,1998.208333,0.755,30
1998,3,1998.291667,0.907,30
1998,4,1998.375,0.836,29
1998,5,1998.458333,0.809,30
1998,6,1998.541667,0.915,30
1998,7,1998.625,0.843,30
1998,8,1998.708333,0.654,30
1998,9,1998.791667,0.681,30
1998,10,1998.875,0.371,30
1998,11,1998.958333,0.721,30
1999,0,1999.041667,0.682,30
1999,1,1999.125,0.913,31
1999,2,1999.208333,0.351,30
1999,3,1999.291667,0.359,30
1999,4,1999.375,0.421,30
1999,5,1999.458333,0.436,30
1999,6,1999.541667,0.473,30
1999,7,1999.625,0.443,30
1999,8,1999.708333,0.573,30
1999,9,1999.791667,0.452,30
1999,10,1999.875,0.304,30
1999,11,1999.958333,0.574,30
2000,0,2000.041667,0.249,30
2000,1,2000.125,0.649,30
2000,2,2000.208333,0.529,30
2000,3,2000.291667,0.698,30
2000,4,2000.375,0.364,29
2000,5,2000.458333,0.361,30
2000,6,2000.541667,0.294,29
2000,7,2000.625,0.428,30
2000,8,2000.708333,0.391,30
2000,9,2000.791667,0.267,30
2000,10,2000.875,0.082,29
2000,11,2000.958333,0.209,29
2001,0,2001.041667,0.622,27
2001,1,2001.125,0.496,27
2001,2,2001.208333,0.648,28
2001,3,2001.291667,0.531,28
2001,4,2001.375,0.517,26
2001,5,2001.458333,0.494,27
2001,6,2001.541667,0.529,27
2001,7,2001.625,0.751,28
2001,8,2001.708333,0.52,27
2001,9,2001.791667,0.533,28
2001,10,2001.875,0.665,27
2001,11,2001.958333,0.379,27
2002,0,2002.041667,0.918,27
2002,1,2002.125,0.985,27
2002,2,2002.208333,0.864,28
2002,3,2002.291667,0.669,27
2002,4,2002.375,0.577,27
2002,5,2002.458333,0.53,27
2002,6,2002.541667,0.654,28
2002,7,2002.625,0.562,27
2002,8,2002.708333,0.636,28
2002,9,2002.791667,0.454,28
2002,10,2002.875,0.618,28
2002,11,2002.958333,0.358,28
2003,0,2003.041667,0.796,28
2003,1,2003.125,0.554,28
2003,2,2003.208333,0.446,27
2003,3,2003.291667,0.529,27
2003,4,2003.375,0.749,28
2003,5,2003.458333,0.768,28
2003,6,2003.541667,0.538,27
2003,7,2003.625,0.571,27
2003,8,2003.708333,0.627,27
2003,9,2003.791667,0.651,28
2003,10,2003.875,0.607,28
2003,11,2003.958333,0.834,28
2004,0,2004.041667,0.73,28
2004,1,2004.125,0.897,28
2004,2,2004.208333,0.805,28
2004,3,2004.291667,0.718,27
2004,4,2004.375,0.253,27
2004,5,2004.458333,0.564,26
2004,6,2004.541667,0.398,27
2004,7,2004.625,0.427,26
2004,8,2004.708333,0.507,27
2004,9,2004.791667,0.783,27
2004,10,2004.875,0.827,26
2004,11,2004.958333,0.542,27
2005,0,2005.041667,0.763,28
2005,1,2005.125,0.548,27
2005,2,2005.208333,0.759,27
2005,3,2005.291667,0.885,27
2005,4,2005.375,0.671,27
2005,5,2005.458333,0.827,27
2005,6,2005.541667,0.806,27
2005,7,2005.625,0.642,27
2005,8,2005.708333,0.721,27
2005,9,2005.791667,0.838,27
2005,10,2005.875,0.869,28
2005,11,2005.958333,0.552,28
2006,0,2006.041667,0.612,26
2006,1,2006.125,0.708,28
2006,2,2006.208333,0.64,28
2006,3,2006.291667,0.515,28
2006,4,2006.375,0.306,27
2006,5,2006.458333,0.667,27
2006,6,2006.541667,0.798,28
2006,7,2006.625,0.6,27
2006,8,2006.708333,0.615,27
2006,9,2006.791667,0.875,27
2006,10,2006.875,0.692,28
2006,11,2006.958333,0.862,26
2007,0,2007.041667,1.083,27
2007,1,2007.125,0.853,26
2007,2,2007.208333,0.74,26
2007,3,2007.291667,0.828,26
2007,4,2007.375,0.59,26
2007,5,2007.458333,0.429,27
2007,6,2007.541667,0.386,27
2007,7,2007.625,0.492,25
2007,8,2007.708333,0.715,25
2007,9,2007.791667,0,0
2007,10,2007.875,0,0
2007,11,2007.958333,0,0
